URL,Label,Page_Title,Meta_Description,HTML_DOM_Tags,Price,Product_Category,Rating
https://banks.biz/product/rise-process-vote,product,Buy Tax Online - Best Price,Get the best deals on nearly at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,925.58,Electronics,4.7
https://singleton.com/product/allow-out-than-mean,product,Buy Care Online - Best Price,Get the best deals on hot at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,881.72,Books,3.4
https://osborne.biz/category/memory,category,Wear Collection - Shop Now,Explore our wide range of model products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://jimenez-guerrero.com/category/recently,category,Mission Collection - Shop Now,Explore our wide range of box products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://moreno.com/info/five,other,Send Collection - Shop Now,Explore our wide range of other products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://rios-smith.net/info/whom,other,Help Collection - Shop Now,Explore our wide range of college products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://smith.com/product/glass-better-skin,product,Buy Scene Online - Best Price,Get the best deals on color at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,273.87,Books,3.8
https://martinez-reed.net/product/memory-authority,product,Buy Activity Online - Best Price,Get the best deals on require at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,859.15,Electronics,3.4
https://espinoza.com/category/change,category,Have Collection - Shop Now,Explore our wide range of least products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://smith.info/category/appear,category,President Collection - Shop Now,Explore our wide range of network products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://miller.com/category/reason,category,Wide Collection - Shop Now,Explore our wide range of appear products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://huff-may.com/product/political-tv-ever,product,Buy Almost Online - Best Price,Get the best deals on toward at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,230.47,Electronics,3.8
https://cox.com/category/stay,category,Strategy Collection - Shop Now,Explore our wide range of game products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://baker-smith.net/product/whether-minute-pick,product,Buy Manager Online - Best Price,Get the best deals on chair at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,966.25,Clothing,3.7
https://owens-moran.biz/info/deep,other,Fish Collection - Shop Now,Explore our wide range of standard products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hunt.com/category/rather,category,Protect Collection - Shop Now,Explore our wide range of national products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://kelly.biz/info/bit,other,Will Collection - Shop Now,Explore our wide range of customer products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://walker.info/info/thousand,other,Argue Collection - Shop Now,Explore our wide range of major products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://stephens.biz/category/affect,category,Yet Collection - Shop Now,Explore our wide range of pass products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://johnson-rowe.org/product/benefit-painting,product,Buy Chance Online - Best Price,Get the best deals on exactly at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,124.07,Clothing,3.4
https://gutierrez.com/category/nice,category,Think Collection - Shop Now,Explore our wide range of rate products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://williams.com/product/interview,product,Buy War Online - Best Price,Get the best deals on through at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,117.21,Toys,3.7
https://wilson.com/category/magazine,category,Better Collection - Shop Now,Explore our wide range of purpose products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hooper.org/category/forward,category,Help Collection - Shop Now,Explore our wide range of picture products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://rich.org/info/agency,other,Music Collection - Shop Now,Explore our wide range of pattern products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gonzalez-mcdowell.info/info/someone,other,He Collection - Shop Now,Explore our wide range of cover products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://little-campbell.com/product/same-church-growth,product,Buy Air Online - Best Price,Get the best deals on both at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,390.96,Home,3.4
https://blevins-farley.net/product/process-difficult,product,Buy International Online - Best Price,Get the best deals on spend at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,710.99,Books,4.0
https://reese-mills.com/info/kid,other,Opportunity Collection - Shop Now,Explore our wide range of something products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://johnson-meyers.biz/info/student,other,Fight Collection - Shop Now,Explore our wide range of follow products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://joseph.com/info/need,other,Best Collection - Shop Now,Explore our wide range of rest products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://salas.com/info/you,other,Audience Collection - Shop Now,Explore our wide range of leader products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://obrien.com/info/his,other,There Collection - Shop Now,Explore our wide range of at products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://norton.com/info/answer,other,Piece Collection - Shop Now,Explore our wide range of nor products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://cannon.com/product/the-military,product,Buy President Online - Best Price,Get the best deals on free at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,370.22,Books,4.9
https://peterson-miller.com/category/area,category,Model Collection - Shop Now,Explore our wide range of town products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://collins.info/info/study,other,Customer Collection - Shop Now,Explore our wide range of happen products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://reid-morris.com/category/look,category,Mention Collection - Shop Now,Explore our wide range of thousand products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://clark.com/info/various,other,Price Collection - Shop Now,Explore our wide range of from products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://grant-myers.net/product/impact-enough,product,Buy Kid Online - Best Price,Get the best deals on technology at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,721.84,Clothing,4.0
https://glenn-sims.com/info/public,other,Whether Collection - Shop Now,Explore our wide range of front products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gates.org/category/scientist,category,Ready Collection - Shop Now,Explore our wide range of data products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://winters.com/category/performance,category,Yourself Collection - Shop Now,Explore our wide range of hot products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://edwards.com/category/after,category,Reality Collection - Shop Now,Explore our wide range of through products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://shepherd-herrera.com/info/total,other,Wife Collection - Shop Now,Explore our wide range of detail products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://mendoza.com/category/voice,category,Seek Collection - Shop Now,Explore our wide range of affect products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://rodriguez.com/info/mouth,other,Spend Collection - Shop Now,Explore our wide range of least products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://becker-hampton.info/product/soldier-six-water,product,Buy Agency Online - Best Price,Get the best deals on simple at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,199.73,Toys,4.4
https://henderson.info/product/push-available-win,product,Buy So Online - Best Price,Get the best deals on reason at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,618.74,Clothing,3.8
https://fuentes.net/product/be-close-attorney,product,Buy Message Online - Best Price,Get the best deals on meet at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,310.53,Electronics,3.9
https://anderson-crosby.com/info/magazine,other,Represent Collection - Shop Now,Explore our wide range of start products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gibbs.com/info/cell,other,Economic Collection - Shop Now,Explore our wide range of whether products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gardner.org/info/price,other,Question Collection - Shop Now,Explore our wide range of much products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://reeves.com/category/onto,category,Magazine Collection - Shop Now,Explore our wide range of agent products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://singh.com/category/individual,category,Enough Collection - Shop Now,Explore our wide range of me products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://rios.com/category/course,category,Way Collection - Shop Now,Explore our wide range of country products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://adams.org/category/ability,category,Figure Collection - Shop Now,Explore our wide range of a products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://marquez.com/info/drug,other,Worker Collection - Shop Now,Explore our wide range of where products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://watts-garcia.info/product/reveal-worker,product,Buy Poor Online - Best Price,Get the best deals on form at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,515.55,Electronics,4.3
https://soto.info/category/phone,category,Attention Collection - Shop Now,Explore our wide range of less products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://chambers-ellis.biz/info/people,other,Focus Collection - Shop Now,Explore our wide range of exist products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hamilton.biz/info/north,other,Manage Collection - Shop Now,Explore our wide range of student products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://french.com/info/for,other,Store Collection - Shop Now,Explore our wide range of who products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://terry-fowler.biz/info/watch,other,When Collection - Shop Now,Explore our wide range of today products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://kelly.org/category/evidence,category,Across Collection - Shop Now,Explore our wide range of best products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://edwards.com/product/include-can,product,Buy Maintain Online - Best Price,Get the best deals on dinner at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,819.42,Electronics,4.3
https://hunter-williams.info/product/arrive-whose-firm,product,Buy Also Online - Best Price,Get the best deals on prove at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,807.69,Electronics,3.0
https://smith.biz/product/politics-age-well,product,Buy Policy Online - Best Price,Get the best deals on fly at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,983.11,Home,4.7
https://morris.com/product/business-them-show,product,Buy Particularly Online - Best Price,Get the best deals on describe at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,460.41,Home,3.4
https://johnson.biz/info/room,other,Behind Collection - Shop Now,Explore our wide range of in products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://scott.com/category/wish,category,View Collection - Shop Now,Explore our wide range of scientist products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://arnold.biz/category/surface,category,Rate Collection - Shop Now,Explore our wide range of radio products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://smith.com/category/very,category,Can Collection - Shop Now,Explore our wide range of yard products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://maxwell-davis.com/product/senior-as-far-style,product,Buy Grow Online - Best Price,Get the best deals on several at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,155.95,Books,4.8
https://hunt.com/product/try-article-apply,product,Buy Need Online - Best Price,Get the best deals on firm at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,779.86,Electronics,3.4
https://mendoza-lewis.org/info/hotel,other,Adult Collection - Shop Now,Explore our wide range of parent products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://torres.com/info/father,other,Including Collection - Shop Now,Explore our wide range of tonight products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://zhang.com/category/cost,category,Live Collection - Shop Now,Explore our wide range of fund products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://phillips-smith.net/product/out-many-hard-take,product,Buy War Online - Best Price,Get the best deals on range at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,561.27,Books,3.9
https://graham.com/category/institution,category,Provide Collection - Shop Now,Explore our wide range of film products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://pearson.com/info/open,other,As Collection - Shop Now,Explore our wide range of successful products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://williams.com/info/improve,other,Current Collection - Shop Now,Explore our wide range of represent products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://jones.net/info/rule,other,Protect Collection - Shop Now,Explore our wide range of significant products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://sullivan-hall.com/info/form,other,Research Collection - Shop Now,Explore our wide range of there products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://mason-thomas.net/category/term,category,Middle Collection - Shop Now,Explore our wide range of as products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://smith-hancock.com/category/much,category,Worker Collection - Shop Now,Explore our wide range of notice products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://castillo.com/info/in,other,Tough Collection - Shop Now,Explore our wide range of decide products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://cortez-tran.info/info/performance,other,Guess Collection - Shop Now,Explore our wide range of treat products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://lopez-king.com/info/consider,other,Watch Collection - Shop Now,Explore our wide range of hear products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://kelly.com/category/suggest,category,Feel Collection - Shop Now,Explore our wide range of own products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hodge.com/info/single,other,Second Collection - Shop Now,Explore our wide range of carry products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://koch.com/category/employee,category,Recently Collection - Shop Now,Explore our wide range of pressure products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://brown-moore.net/product/seek-write-but,product,Buy Whole Online - Best Price,Get the best deals on run at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,745.48,Toys,3.9
https://stewart-rivera.org/product/fight-somebody,product,Buy Where Online - Best Price,Get the best deals on election at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,840.62,Clothing,4.5
https://gonzales.biz/info/paper,other,Allow Collection - Shop Now,Explore our wide range of expert products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://garcia.com/category/rest,category,Must Collection - Shop Now,Explore our wide range of all products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://johnson-james.net/info/break,other,Republican Collection - Shop Now,Explore our wide range of way products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://neal-nelson.com/product/window-way-heart,product,Buy Feeling Online - Best Price,Get the best deals on bad at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,281.58,Books,4.4
https://brown-camacho.net/product/tree-as-near-city,product,Buy Man Online - Best Price,Get the best deals on challenge at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,278.73,Clothing,4.8
https://swanson.com/product/wish-stay-alone,product,Buy Factor Online - Best Price,Get the best deals on soon at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,146.85,Electronics,3.8
https://werner-downs.biz/product/yard-everybody,product,Buy Those Online - Best Price,Get the best deals on involve at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,708.65,Books,3.8
https://warren.com/category/mouth,category,Weight Collection - Shop Now,Explore our wide range of thousand products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://vasquez.com/info/begin,other,Wear Collection - Shop Now,Explore our wide range of clear products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://atkinson-simmons.com/category/heart,category,Something Collection - Shop Now,Explore our wide range of top products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://cross.com/category/break,category,Cover Collection - Shop Now,Explore our wide range of Republican products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://foster-goodwin.com/product/bed-bit-brother,product,Buy Present Online - Best Price,Get the best deals on major at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,214.56,Toys,3.8
https://stevens.com/info/major,other,Interview Collection - Shop Now,Explore our wide range of animal products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://young.com/info/them,other,Protect Collection - Shop Now,Explore our wide range of star products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://myers-perry.com/product/series-throughout,product,Buy Loss Online - Best Price,Get the best deals on product at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,857.31,Home,3.8
https://stark-duke.org/product/possible-rich,product,Buy Why Online - Best Price,Get the best deals on week at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,942.37,Clothing,4.5
https://wilson.com/category/not,category,Break Collection - Shop Now,Explore our wide range of claim products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://valdez.info/info/phone,other,Message Collection - Shop Now,Explore our wide range of organization products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://perry.org/info/rule,other,Common Collection - Shop Now,Explore our wide range of fear products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://davis-terry.com/info/whole,other,Party Collection - Shop Now,Explore our wide range of little products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://johnson.biz/info/without,other,Full Collection - Shop Now,Explore our wide range of theory products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://shannon-lopez.com/info/star,other,Another Collection - Shop Now,Explore our wide range of campaign products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://jackson.com/product/decade-at-expect,product,Buy Fall Online - Best Price,Get the best deals on career at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,492.86,Clothing,3.9
https://riggs.com/product/radio-long-when-low,product,Buy Beyond Online - Best Price,Get the best deals on edge at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,394.58,Toys,4.4
https://martin.com/category/area,category,Issue Collection - Shop Now,Explore our wide range of discuss products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://brown.net/product/fire-heart-customer,product,Buy For Online - Best Price,Get the best deals on consumer at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,979.93,Home,3.1
https://sims-campbell.info/category/theory,category,Build Collection - Shop Now,Explore our wide range of share products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://garcia-ford.com/info/job,other,Kind Collection - Shop Now,Explore our wide range of federal products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://barrera-martinez.com/info/from,other,Camera Collection - Shop Now,Explore our wide range of science products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gordon.com/info/election,other,System Collection - Shop Now,Explore our wide range of mission products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gonzalez.org/product/current-their-leave,product,Buy Difference Online - Best Price,Get the best deals on common at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,93.02,Toys,3.3
https://oliver.com/category/history,category,Television Collection - Shop Now,Explore our wide range of contain products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://castro-warren.net/product/something-by-in-add,product,Buy Think Online - Best Price,Get the best deals on off at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,59.73,Toys,3.7
https://waters.com/category/bad,category,Address Collection - Shop Now,Explore our wide range of direction products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://allen.com/category/picture,category,Relationship Collection - Shop Now,Explore our wide range of social products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://jackson.info/category/assume,category,Operation Collection - Shop Now,Explore our wide range of oil products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://west-gibson.com/category/little,category,Particular Collection - Shop Now,Explore our wide range of care products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hall.com/category/style,category,Fine Collection - Shop Now,Explore our wide range of war products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://schneider.com/category/cup,category,Future Collection - Shop Now,Explore our wide range of admit products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://rhodes.com/category/one,category,Front Collection - Shop Now,Explore our wide range of recently products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://scott-bond.com/product/air-exactly-style,product,Buy Yeah Online - Best Price,Get the best deals on father at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,475.13,Home,3.1
https://sutton.com/category/again,category,Wear Collection - Shop Now,Explore our wide range of weight products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://martin-jones.com/product/high-smile,product,Buy Year Online - Best Price,Get the best deals on officer at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,652.99,Books,4.5
https://stokes-villegas.com/product/building-yard-hand,product,Buy Mrs Online - Best Price,Get the best deals on full at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,207.17,Books,4.2
https://chandler.net/product/lay-school-space,product,Buy State Online - Best Price,Get the best deals on bring at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,134.83,Books,4.1
https://parker.org/product/sport-want-final,product,Buy Return Online - Best Price,Get the best deals on of at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,469.92,Clothing,4.5
https://garcia-white.biz/product/laugh-majority,product,Buy Increase Online - Best Price,Get the best deals on who at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,609.23,Books,4.6
https://dodson.biz/product/door-mouth-art,product,Buy Before Online - Best Price,Get the best deals on civil at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,964.11,Books,4.2
https://reed.biz/category/me,category,Thousand Collection - Shop Now,Explore our wide range of that products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://sheppard.com/info/teacher,other,Easy Collection - Shop Now,Explore our wide range of player products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://ibarra.com/info/strategy,other,Whatever Collection - Shop Now,Explore our wide range of member products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://stevens.com/category/yet,category,Pay Collection - Shop Now,Explore our wide range of big products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://martin.info/category/likely,category,System Collection - Shop Now,Explore our wide range of turn products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://lam.biz/info/home,other,Far Collection - Shop Now,Explore our wide range of market products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://andrews.com/product/old-girl-doctor-a,product,Buy Off Online - Best Price,Get the best deals on professor at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,85.16,Electronics,3.2
https://smith.com/category/management,category,Pay Collection - Shop Now,Explore our wide range of concern products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://weiss.com/info/risk,other,Look Collection - Shop Now,Explore our wide range of remain products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://robinson-moore.com/info/later,other,Career Collection - Shop Now,Explore our wide range of report products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hale.com/product/spend-design-fund,product,Buy Significant Online - Best Price,Get the best deals on for at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,797.47,Home,4.6
https://thompson.biz/category/woman,category,Fact Collection - Shop Now,Explore our wide range of trade products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://roth.com/info/from,other,Under Collection - Shop Now,Explore our wide range of record products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://cisneros.info/category/exist,category,Hour Collection - Shop Now,Explore our wide range of production products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://williams.com/info/take,other,Surface Collection - Shop Now,Explore our wide range of nature products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gregory.com/category/character,category,Measure Collection - Shop Now,Explore our wide range of book products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://holland-white.com/product/yes-develop-worker,product,Buy Character Online - Best Price,Get the best deals on art at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,510.4,Clothing,3.0
https://rodriguez.net/category/television,category,Heart Collection - Shop Now,Explore our wide range of specific products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://myers.com/category/money,category,Own Collection - Shop Now,Explore our wide range of apply products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://flynn-ballard.net/product/fund-condition,product,Buy Talk Online - Best Price,Get the best deals on ability at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,438.75,Clothing,4.3
https://bishop-allen.biz/category/they,category,Choose Collection - Shop Now,Explore our wide range of it products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://jennings-townsend.net/info/market,other,Later Collection - Shop Now,Explore our wide range of learn products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://garza.com/product/likely-young,product,Buy Every Online - Best Price,Get the best deals on time at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,440.7,Home,4.9
https://jenkins.org/category/continue,category,Edge Collection - Shop Now,Explore our wide range of become products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://thomas-mays.com/info/life,other,Project Collection - Shop Now,Explore our wide range of door products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://davis-anderson.biz/info/very,other,Top Collection - Shop Now,Explore our wide range of card products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gonzalez.net/category/dream,category,Theory Collection - Shop Now,Explore our wide range of protect products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://sullivan.net/category/TV,category,Direction Collection - Shop Now,Explore our wide range of walk products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://brown-guzman.biz/category/decision,category,Break Collection - Shop Now,Explore our wide range of daughter products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://marshall-wagner.com/info/believe,other,Speak Collection - Shop Now,Explore our wide range of start products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://lang.com/info/anyone,other,Close Collection - Shop Now,Explore our wide range of know products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hart-hopkins.org/category/something,category,Dinner Collection - Shop Now,Explore our wide range of team products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hernandez.com/category/nation,category,Happen Collection - Shop Now,Explore our wide range of provide products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://miller-ramos.com/product/one-into-candidate,product,Buy Line Online - Best Price,Get the best deals on course at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,831.59,Books,3.6
https://bautista.net/category/art,category,Ask Collection - Shop Now,Explore our wide range of chair products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://bird.info/product/get-candidate-white,product,Buy Character Online - Best Price,Get the best deals on central at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,752.22,Home,4.2
https://powell-blair.com/category/more,category,Method Collection - Shop Now,Explore our wide range of dream products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://gardner-crawford.com/category/to,category,Dark Collection - Shop Now,Explore our wide range of so products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://hebert.com/product/late-prove-those,product,Buy Rate Online - Best Price,Get the best deals on or at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,498.87,Clothing,3.4
https://irwin.info/product/continue-man,product,Buy World Online - Best Price,Get the best deals on reveal at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,360.92,Clothing,3.7
https://soto.com/info/none,other,Certain Collection - Shop Now,Explore our wide range of water products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://parker.biz/info/event,other,Beyond Collection - Shop Now,Explore our wide range of thought products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://ayala.net/category/degree,category,Own Collection - Shop Now,Explore our wide range of something products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://munoz.com/info/marriage,other,Happen Collection - Shop Now,Explore our wide range of mind products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://parker.com/product/scientist-grow,product,Buy Cost Online - Best Price,Get the best deals on area at unbeatable prices.,<h1>Product Name</h1><p>Price: $XX</p>,520.94,Electronics,3.2
https://moore-chapman.net/info/chair,other,Production Collection - Shop Now,Explore our wide range of nearly products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
https://patterson.com/category/eat,category,Team Collection - Shop Now,Explore our wide range of few products.,<h1>Category</h1><ul><li>Item</li></ul>,,,
